user_id,name,email,join_date,transaction_id,amount,timestamp,transaction_type,package_id,courier,delivery_date,delivery_status
009de480-cda8-4da0-b720-c6d305b87901,John Morales,ljoyce@gmail.com,nan,1576ac30-3867-4d6a-9fa4-43ebd7c65769,179.62,nan,Subscription,8c806fce-86e9-4f2b-a39b-364e3fd32812,UPS,2022-08-09,Pending
00a31625-6347-4972-90bd-da439c75fb47,Lori Ball,fergusonjoshua@yahoo.com,nan,d4515319-b993-448b-8751-82a2e08c0974,91.85,nan,Online,5b0b20de-5577-401d-a6f8-c554b8c0eab6,FEDEX,nan,Pending
00a5af8f-43f2-4634-a0be-f0b978d93365,Jason Stone,jasminemack@johnston.org,nan,eec6ba78-d943-4ae6-af49-605b95d8c62f,516.7,nan,Subscription,8e5ede88-5ff4-4eff-a970-0f91eb97af46,DHL,nan,Pending
00a8cb46-dd1b-4fbd-93d2-27c16f1e3342,Samantha Cruz,michelle32@yahoo.com,nan,f3c8b7b9-b8ee-4c1f-aaf0-96679f39cf04,596.7,nan,Subscription,baadd5ad-cebe-4f46-8cf3-6f9a8775f772,DHL,nan,Lost
00b372d0-3fcc-46d6-9e90-ee7a4969f274,Susan Perez,knightandrea@powell.info,nan,b1d7d421-bcc6-4080-b3ef-edacac2dcb29,52.5,nan,Subscription,abaa4075-7837-481b-9bfb-2d8a093717d4,UPS,nan,Delivered
00b6ab24-20e5-4442-8732-1cd883761456,Sarah Maldonado,garzalori@yahoo.com,nan,60011758-9a01-4284-ad80-cffd64e1c1d4,445.1,nan,In-Store,610bdade-80ab-48dd-a443-3f3722dcdfc0,DHL,nan,Lost
00b99e1b-4eaa-4cce-ad78-2b209bfe1f90,Chris Rodgers,jamie60@smith.com,nan,2eaed873-a5bb-4ed3-b0ff-88b820049805,382.91,nan,Subscription,9815ecbc-9296-462c-82b8-0df92c97a62b,UPS,2023-02-12,Delivered
00ba3f32-f3b2-4bea-9001-467c84fc99bd,Todd Russell,emilyharper@wagner.com,nan,fed0fbb4-afea-4d7f-88ea-b84b9ef579a0,550.8,nan,In-Store,07366c64-e8b1-42c3-a8f1-ba9a1b64ebfb,FEDEX,nan,In Transit
00d6667b-fb28-4471-ae94-42c420c04c93,Kimberly Hooper,zkoch@yahoo.com,nan,d1f3ed27-4da9-4c25-b598-7da409111545,459.8,nan,Subscription,89d8b66a-0b0f-44d8-bddd-8cb10d3940c7,UPS,nan,In Transit
00e1bc4a-dd6e-4d6f-88f6-677758b6d517,Charles Brown,pcochran@yahoo.com,nan,736a2e61-9cad-407f-a550-d9473ebb798d,267.21,nan,Online,cf9a2643-2eb0-4db3-b8fa-e173bd0698fd,DHL,nan,Delivered
00e39d8d-d897-4e48-b03b-4dbef6a65190,Sandra Brown,christopheringram@campbell.com,nan,79e9f8b2-14f8-471e-b39e-aa81b1a8c33a,744.1,nan,In-Store,cfe5d8dd-051d-4d44-bdf4-b5898c21ae9a,UPS,nan,Delivered
00f75528-2505-4db2-9bfd-e6b5bef778ee,Angela Reilly,andrewarmstrong@hotmail.com,nan,ec05cc91-4c2b-4cea-916c-d20acc4e1235,496.5,nan,Subscription,b1f6e327-5580-45d1-ba02-3e7291f23553,FEDEX,2021-06-09,Pending
010284aa-838e-42cb-9ede-cd2b1073433f,Jennifer Blake,fmcdonald@smith-robinson.org,nan,6817e015-e16e-43e5-9d6e-b0fa46ac6c24,743.4,nan,In-Store,c606408f-91fb-48b1-823f-d6c363261c90,DHL,nan,In Transit
010c6471-e3c6-42b4-9b51-ab49724fb478,Justin Hopkins,stewartwillie@roy.com,nan,164d1537-95d9-45c9-a870-40eb2b442cf5,146.46,nan,Subscription,5936b0ac-ae7f-42d8-b7f1-6666cc314dba,FEDEX,nan,Delivered
010e2d99-09a9-488a-a1e2-5c7b00790b1c,Courtney Holt,larry64@yahoo.com,nan,d0f232cd-4320-4613-98cc-43b6034dccba,757.1,nan,Subscription,8eb9d478-9a28-4987-ad08-11979f2d6171,UPS,nan,In Transit
0122999c-7b4a-4f2f-a203-2fa3e93b5ba9,Derrick Hill,wilsonmitchell@fisher-anderson.com,nan,9975b12c-1ef8-415b-bfa7-0efb64772566,201.5,nan,Online,5ceca7fc-1b4c-460b-ba04-fd05600462de,UPS,nan,Pending
01302be1-c9db-4401-ac40-25af137e07cf,Julie Allen,annette06@thornton.biz,nan,018e95e2-ecb9-40c5-94e3-c371bed35a9a,468.83,nan,In-Store,9bc96494-d95a-49cf-8aa9-e27581881c07,UPS,nan,Delivered
013173a6-5417-4e5b-a1ff-42085caa4f34,David Ferguson,michael48@alvarado.biz,nan,5e9a6009-f68e-46f0-b7f2-acefd0a0830f,209.37,nan,In-Store,953395b0-e360-42a0-ad73-e7c2f517d50c,UPS,nan,Lost
013b6a61-d2b6-4b21-898e-416ae2478353,Adrian Wright,gwolfe@yahoo.com,nan,3ee8e7d7-45d7-4e52-a733-3c08915b2efe,474.0,nan,Subscription,59856c87-0b60-445f-aee2-91913ccb55e4,UPS,nan,Delivered
013e5abd-254c-46ae-ae35-d69cd9513085,Paul Williams,stevenssteven@mendez.com,nan,def963d5-60a0-4c74-a6b4-19cbcc92a3a5,868.3,nan,Subscription,1754772a-87d1-44f8-be77-122ae3fe87f9,UPS,nan,In Transit
0142c6e2-956b-4d04-9a3e-ba48fc220786,Carla Lyons,kylebrown@jones.com,2021-01-11,1cc6968e-2c4c-46ab-bb01-486826f8047d,990.2,nan,Subscription,58a37820-dba4-4946-b54f-8461f6e6ff2e,UPS,nan,Lost
014c9514-3b26-4dbb-b346-affe0fc416ba,Jennifer Smith,jesse11@stephenson-wallace.com,2021-10-08,2f8d22fd-64c3-49e5-9410-e741eb07a7fe,126.6,nan,Online,54c5b2e4-18e3-4957-9528-b998754608e9,UPS,nan,Delivered
014e140a-a5c7-4545-8337-fc1d10499522,Russell Riddle,karina72@hotmail.com,2022-05-02,e72bbccb-05fa-4575-9111-3b775bd9e0b8,530.16,nan,Subscription,1888317a-fea0-4845-ae90-e648e3bc6529,UPS,nan,Pending
0150a2de-c2f1-4cb8-a86c-e610b30a3ea4,Robert Murray,jamesbrenda@allen-harrison.info,nan,af84e7db-b456-4760-81f4-9a932c68812a,666.99,nan,Subscription,8e7b6c37-356e-4183-856c-8245b5676f86,DHL,nan,Pending
0152377a-5535-4598-a3c4-9e4342aad541,Bradley Wilson,ggibson@hotmail.com,2021-08-05,06f94579-b080-466d-ae5c-16a2b32f8cca,88.13,nan,Subscription,67c2a4e8-7f44-4fc7-b1ac-d80eade32922,DHL,nan,Pending
0154510c-8f14-40b5-9786-3bcaac051647,Krystal Silva,dsweeney@martin.com,nan,8a572609-cda3-4233-81c0-e59b642a08c8,579.8,nan,Subscription,808626d2-e7ac-47a3-8766-3784c1905386,FEDEX,nan,Lost
015df08a-5170-4dd6-a4ed-df4c0ea3180c,Laurie Rodriguez,churchmegan@hotmail.com,nan,f16f09db-8927-42ce-a800-e51e0be1b623,185.26,nan,Subscription,2b681636-73c6-485f-84f7-ccda668faaee,DHL,nan,Delivered
015f3805-a81e-41d7-9a2b-8374f531ef5e,Robert Hernandez,anncole@gmail.com,2022-12-02,e92554be-e567-4d00-807d-89841848f8bb,684.0,nan,Subscription,b549ab4c-2b0e-41e6-959e-f7d463ceb429,UPS,nan,Delivered
01642985-cd92-46a9-9055-01e3168bae66,Travis Sanders,nmoore@hardin-weeks.net,nan,a763c907-9d22-4343-9a56-d89fe5040cc6,212.4,nan,In-Store,bdd7b016-351e-48ff-9849-40c421844202,DHL,nan,Pending
0164d735-1e3e-41ea-8cea-ef095e670fb9,Alexandra Welch,wwoodard@rodgers.biz,nan,bc7aedb3-9109-4c64-a5a7-8068969e0cf0,471.29,nan,In-Store,70a3416e-6936-4293-89a4-5b0616ec92e2,DHL,2022-08-01,Delivered
0165289e-c6d9-4841-9970-253d58a2c0f4,Joseph Shah,melissaalvarado@gmail.com,nan,1fa49ab5-42e1-4dad-b48d-04ae41cecfad,833.7,nan,Online,1e0106c9-da89-4f21-8c18-fb9b29434c94,FEDEX,nan,In Transit
0166abbc-6950-4340-a02b-e1dc24e33d54,Robert Salazar,aaronlong@hotmail.com,nan,0d0d30b9-e7b4-438a-b3a0-41af7ddf416b,452.0,nan,Subscription,ae328363-1f33-43e9-8e56-74ee7dd17e27,DHL,nan,Pending
0169d5d6-8bf1-47eb-8e53-bdb6ef305234,Haley Gutierrez,jonathan85@hotmail.com,nan,debef43c-dd14-41fc-8920-0fa5a099c69f,276.5,nan,Online,91f4de8b-df80-497e-8a61-3b2eea872e8b,UPS,nan,Lost
0169e491-d0a6-414d-9046-ab8a49cebe24,Clinton Vargas,tanyastewart@yahoo.com,nan,b4c4c07f-63a2-4b52-8d18-9d21ec72af82,780.1,nan,In-Store,b10a1913-c59f-4696-b922-c26501f74c2d,UPS,2021-06-07,Lost
017c02a3-1a3d-4621-a899-e0251c80bc55,Mark Barrett,hkemp@gmail.com,nan,d61660cf-d327-4500-a589-2f024f229b9a,894.66,nan,Subscription,534ce1d7-456f-43fe-8e2d-4b8a17f0ce01,DHL,2024-02-04,Lost
0181708e-a815-4d13-b9c7-d7adca1279bb,Christian Byrd,tonya02@reyes-farrell.com,nan,422a1aa2-7bd5-4e0a-8b5e-422cdfed3856,519.54,nan,Online,264fe50d-3e87-44c7-b7e8-eba7be9cd672,UPS,nan,Delivered
018bec1e-ff27-4904-bdb1-06194c0bbe91,Kenneth Vasquez,xhutchinson@peterson.net,nan,609b9517-7838-4ca0-8224-8ba3757de902,129.6,nan,In-Store,2a21a087-b481-45a1-8911-13e5b47c40f9,DHL,nan,Pending
0194de1d-7263-48fc-93ed-2e0257b8f91c,James Williams,jgarcia@hotmail.com,nan,3ef70323-0b03-4a57-acb5-b60883058b95,269.6,nan,Online,3439ec0b-747a-49c4-985c-6c31f81d3418,UPS,nan,Lost
019668ea-aa92-4f16-bb5e-d0d5cb2163df,James Barrett,cynthia88@yahoo.com,nan,4be0d862-d181-4a46-8a0e-4a060dbd4de2,137.61,nan,Online,86732665-ec01-4b4a-aad5-ae5fdf401985,UPS,nan,Lost
01a6a852-fa97-4a9e-a0e1-f5ce8d4adf9e,Alec Simpson,edwardsdarren@gmail.com,nan,5ecee25f-58a1-4e18-b847-afc95927e704,345.97,nan,Online,689d2004-271e-4d3b-923a-e8a165e09a08,DHL,nan,In Transit
01a78673-1321-4a74-bdcf-63285fc8cb58,Alicia Smith,etorres@yahoo.com,nan,6992da52-237f-401a-b2e8-24a677b55caf,142.65,nan,Online,4ad3b9a6-0ad6-47bc-9c58-9fb2b22d1fa5,DHL,nan,Pending
01aba094-6a33-4d24-a52b-ce6e262ee4d8,Haley Rose,shawn12@parrish.biz,nan,bebec3ac-fd34-45d8-82a2-db55316a0cb6,244.06,nan,Online,e42b78be-f4ae-4086-a09f-1aa889914fc5,FEDEX,2021-01-12,Pending
01b17e68-cea0-49df-b126-654663c8c52c,Kristine Snyder,ronald67@jackson.com,nan,bb82aa23-6974-4484-9cde-438bcb27f182,642.79,nan,In-Store,234c2375-6337-4aa1-a536-ed711520ee23,DHL,nan,Pending
01ba66e0-947c-4c9c-9fdd-402cd2892aef,Edward Peters,carlsonamanda@rodriguez-adams.com,nan,2876136c-5c11-4f38-883d-cffe5b620ac3,622.0,nan,Online,85530116-15ac-4ce6-8878-15327041e72e,UPS,nan,Lost
01bd3ad5-4f02-49e3-a2aa-f906887ac21b,Gregory Navarro,petersenandrew@yahoo.com,nan,67e1af22-f98c-4d0e-8cc6-e787f7ace5d4,1.29,nan,In-Store,0145f1df-6e29-4a96-9961-99acc56b769b,DHL,nan,In Transit
01c75527-54e2-482e-acc8-7cbba56e5992,Joshua Osborne,richardsbrenda@gmail.com,nan,07b615ec-b591-4edc-bca3-e29586e0f95a,743.7,nan,Subscription,c6cc9be0-2be6-4e00-ad16-8756dcd3fab9,UPS,2021-04-11,In Transit
01d71190-cfaf-43d7-b3f7-09c97800a200,Jamie Richards,teresa69@johnson.com,nan,3adf4852-cfe2-4cac-8a30-f3596981ab0e,564.81,nan,Subscription,0b272a50-03d1-4f4d-a11f-bba96d2b91ea,UPS,nan,Delivered
01dc437b-91d6-49d3-91b6-c536b2e75f53,Devin Stone,fhuber@coleman.com,nan,a9222b22-002c-4c7d-ae22-4f991ef72b94,12.56,nan,Subscription,420f735d-5fcf-4c92-9c25-71d1474a9e76,FEDEX,nan,Pending
01e58f1b-9229-4d77-8eee-3739edd3446c,Cindy Edwards,sheryl12@gomez.com,nan,fdbfcabd-e21d-4dde-810e-9dcfb10b0437,268.7,nan,Online,5884be93-7783-4375-a7c0-addb3379ec2d,DHL,nan,In Transit
01ebf069-dcea-44fb-b85c-653d31f9778c,George Erickson,clayrebecca@gmail.com,nan,b5ab39f0-cfc3-4a68-9029-4e1ae665c6ca,792.7,nan,Online,8650a6e4-35ae-4b40-8fc3-acecf0941985,FEDEX,nan,Pending
01f44ba8-29f1-4e53-adee-5fd355d0da93,James Norton,whitegary@wolf-bennett.net,nan,a74506df-ffb7-45f4-97c6-829e05c3645b,829.15,nan,Online,933890ef-e8c7-4364-88d4-29008f3d8f15,UPS,nan,Lost
01f71eef-04c4-491a-931e-64ee12fa81a5,Devon Castro,grichard@jacobs.net,nan,cdbb74f1-cb75-44c4-8e98-8c3cc8fbe990,957.1,nan,Online,f8832f84-2076-4ee1-a7a4-65383d2fefcb,UPS,nan,In Transit
01fccfe6-1afb-4e74-a2b6-f2ba634d2c9e,Sandy Aguilar,winterscynthia@reed.org,nan,cffbeecb-2c84-4eb7-85fb-a05da38e2f08,98.9,nan,In-Store,105ea53b-95c3-4f08-9218-5ca1943ac2dc,DHL,nan,Delivered
0212daae-6870-4152-a493-4da25609414e,Mark Dunlap,karen18@coleman-garcia.com,nan,9936441a-d5b3-4883-bad4-f90aaf761510,833.4,nan,Subscription,9895ef22-0cbc-4a24-ba10-f5fbda343e8e,FEDEX,nan,Pending
0219c8ab-62b8-4c40-91a3-d8eac102a7e9,Austin Martin,xwright@patel.com,nan,bc7eb4e9-0a2e-4c21-be14-5b8b17e6aba5,476.73,nan,Online,243f6e97-adbf-4709-bde9-c7cab3297bca,FEDEX,2021-12-12,Pending
0219f7c5-7b72-48c6-8965-a3ee17931e75,Yvonne Vaughn,christina15@hotmail.com,nan,ad29036b-08cd-44d9-9b81-ed9a9134b533,615.28,nan,Online,e3793198-b255-44bf-bdf3-b8e8725c8836,FEDEX,nan,Pending
02245c34-70e2-4472-9eee-c248a4909619,Manuel Warren,natashapena@hamilton-vega.com,nan,27717844-cbfe-49c2-a161-9f8f77e5b28e,776.1,nan,Online,2633ecca-313f-4b87-8724-51826a526a34,UPS,nan,In Transit
022c44f8-3a3e-479e-a71c-315a4706e12d,Sandra Payne,millershannon@smith.com,nan,0559c3c4-c2aa-4d3f-81f0-9e5d9e6349f0,261.1,nan,In-Store,ff4537f3-f1f6-4a16-9056-9e10cf070704,UPS,nan,Delivered
024a6f31-8805-42f2-b0c2-14e8318daccb,Benjamin Lynch,nancykrause@gmail.com,nan,1fd82072-3e93-4d26-8d0d-ad957a305ddb,207.5,nan,In-Store,38fc4ceb-ae9a-4ca8-9899-005bd1c2b7fa,UPS,nan,Delivered
025b3910-8b32-4f52-8c84-814f5a8e85a9,Erika Schultz,johnhunt@lopez.net,nan,39f4821f-4af5-4173-b05b-5f9c0dd9e282,828.09,nan,Online,ae2b7a6b-d508-4660-bbe3-9320955baf58,DHL,nan,Lost
025bde4f-5d8e-4483-ad62-f1afc522d429,Matthew Townsend,taylorkelly@lamb.biz,nan,bb489b7a-8e98-4fc0-adca-8a7a9f318c2b,666.38,nan,Subscription,f7b383a3-2ca3-497d-a857-ba8a54553bc1,UPS,nan,Pending
025c6078-d246-4073-811c-37d72836e583,Patricia Stanton,leeamy@yahoo.com,nan,5e9ceb12-3443-496f-b1ab-97fc46fc5a4f,235.8,nan,Subscription,db198cb3-5fc6-4472-97c1-bda2fe144a8e,DHL,nan,Lost
026887d8-689f-464a-a3c9-d0bde2e8c181,Victor Davis,iharris@clark-davis.com,nan,4803c63f-8848-443d-8dc6-4b685021f5c8,536.75,nan,In-Store,ea921479-9a58-408f-a94e-5de45b51e422,UPS,nan,In Transit
0271b0f0-d27b-444d-9f11-5cfa9469ba1b,Xavier West,rvazquez@sanford.com,nan,0c93ede8-1ab6-4ba4-8060-5fc50e710f04,851.3,nan,Subscription,b78a329e-2c7c-4e82-bcdb-1af99c9da550,DHL,nan,In Transit
02764691-e7cd-4052-9eb3-b87428bb1088,Christopher Solis,andrew53@flynn.com,nan,da0a6c0b-a27f-41b3-af62-e179154ec035,872.4,nan,Online,05bc8295-a88d-49ab-821c-d45965fe1e48,UPS,nan,Pending
027655b9-0348-4997-8fdc-770411ca9375,Dustin Rowe,melissamoore@harrington-carroll.com,nan,0be567a6-a636-4177-97e0-8ec9f4fe0558,976.85,nan,In-Store,2e17ec32-3bd7-4661-b6e6-8a675fd20351,DHL,nan,Delivered
0277c99e-1abd-4fc1-bd89-e315e2b1fbe7,Kimberly Christensen,arnoldvictoria@rodriguez.com,nan,0735e7e4-4d23-4c9b-bf20-eb61cd388b72,92.51,nan,In-Store,467d03c2-1cc6-41af-9de0-050947940395,UPS,nan,In Transit
0278b6a2-9fa8-4894-ab98-2589b6a58b37,Timothy Ortiz,alexmiller@hotmail.com,nan,529cb273-dd2b-4417-8b1c-274c1ccfc7da,340.1,nan,In-Store,45ccb52d-a7c9-48d2-9a0e-6d30bbd7343a,UPS,nan,In Transit
0278e3fd-b61b-4a89-887e-2e4e2e1ddfae,Victor Rice,ryan44@gmail.com,nan,16811191-3b6d-4352-b58a-48f3275ae58c,46.3,nan,Subscription,44764dab-da30-4d70-9bfe-0660dccc9624,DHL,nan,Delivered
027b481f-28d2-4b49-a620-171c7dbc075c,Kim Rose,elizabethdiaz@gmail.com,nan,737b1f08-b691-4a41-b50b-5f3229311878,964.2,nan,In-Store,7c9f8724-8352-42f2-b2c3-ee8831788c01,UPS,nan,Delivered
027e8880-62b4-40df-8217-296ee4e58e87,Peter Kelley,millermeghan@yahoo.com,nan,9e754ce2-ca1e-4f46-931c-37da1b74739d,754.67,nan,Online,eb3889b6-92f4-45a8-b196-21ac6474bb58,FEDEX,nan,Delivered
027edb3a-7599-4005-9227-846dbba53206,Mrs. Rachel Jones,jessica93@yahoo.com,nan,e14485ef-c458-46bf-afef-69d8a7fb3a5a,300.7,nan,In-Store,476541c3-002b-4b93-b5cf-f1289851f5d7,UPS,nan,In Transit
02838910-64e6-4219-8d84-071092640cef,Jeffrey Shields,michael92@johnston.org,nan,e4f0989a-4461-4a4e-9e43-dd04c40d50d8,190.4,nan,Subscription,ca3af479-ff4d-404b-964b-8bbde3e4c25e,UPS,nan,Pending
02957726-e01a-4c54-a463-cdcf4475fa52,Dawn Walsh,tracy48@riggs.com,nan,a997551a-eb55-4cdc-9454-f5cbc3885760,510.15,nan,Online,f47d766c-2875-469e-baf0-e50bf142f449,DHL,nan,Delivered
029eb955-f75d-48b1-9e8f-524c5ea8458b,Timothy Lee,johnny43@yahoo.com,nan,cd362060-e89c-41be-96d0-b149ad1213ad,924.7,nan,In-Store,581cb1f7-5f0b-4a1f-b761-4396d0ef00cf,FEDEX,nan,Delivered
02a4e6a3-2370-4b50-947b-9913387cd8bf,Stacy Lawson,olee@yahoo.com,nan,76d89d3c-0761-4f3d-97a7-b783231572af,721.9,nan,Online,779a1aa2-384b-44b5-861f-c8bd416ce5ed,DHL,nan,In Transit
02aacdfe-a9a6-49bc-b404-e47f5e905e01,Daniel Wells,christopheryoung@gmail.com,nan,70c9d242-fde3-4fa7-99f4-c601ab64cbac,876.34,nan,In-Store,75a15041-5027-4e99-b2ec-e8b9baeeb6f0,DHL,nan,In Transit
02afb4d7-2f2c-42e2-99ee-907a1b6e8c15,Anna Cook,llee@gmail.com,nan,fbd86d3c-af66-423b-b47e-b3db6116df7b,381.31,nan,Subscription,eb55ee06-c433-4163-971e-e9981aff7031,DHL,nan,Pending
02b32525-dbaa-4f8e-9820-9845e86ef8d4,Kenneth Clark,kelly40@schneider.info,nan,56986dee-2d11-4e21-a51d-ae2e4311f471,359.17,nan,Subscription,0d97f835-a4d0-4c20-8e10-b1587312b5aa,UPS,nan,Pending
02ba8fa1-8085-4188-9a00-4707dc20661e,Angela Case,nicholasburch@gmail.com,nan,b2b89d37-6486-432e-a6f7-35abad1bb07a,292.9,nan,Online,710b338b-74e8-4ac6-af01-9726cda7fb92,UPS,nan,Delivered
02c0de69-3c61-4bcf-a1e4-5d26b752f985,Dr. Mary Anderson,berrychristopher@hotmail.com,nan,f231865d-5d2d-42f4-8006-023ed2e9711a,324.0,nan,Online,4b3ae2a7-9c2f-4bbc-b9a0-6163f73326c2,FEDEX,2022-04-11,Delivered
02cbc1f2-9dcd-4d65-a228-2a33a4a8873e,Jennifer Garner,jsmith@yahoo.com,nan,9f83f348-4f6f-4b49-a873-bc421dabdfcc,609.36,nan,Online,1ab41e55-30ed-4bf5-9da1-c279e67d15c9,UPS,nan,Delivered
02cd4210-73aa-4323-9de7-f57acb456f60,Austin Johnson,pmartinez@ortiz.com,nan,d69036d7-86b1-4faf-ab2c-ee593a3d2031,317.18,nan,Subscription,8ffb262c-6696-4c7c-bf2d-2732e8dc2d14,UPS,nan,Pending
